,langs,project,cdli_id,collection,credits,date_of_origin,designation,display_name,dynastic_seat,exemplars,genre,id_composite,language,material,object_type,period,pleiades_id,popular_name,primary_publication,provenience,pleiades_coord,ruler,script,script_remarks,script_type,subgenre,supergenre,trans,id_text,seal_id,attribution
Q003852,0x02000000,rinap/rinap5,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003852/.",668-ca. 631,Ashurbanipal 2013,RINAP 5 Asb. 2013,Assyria,CBS 16489 (U 03300),Royal Inscription,Q003852,Sumerian,clay,brick,Neo-Assyrian,912985,RIMB 2 B.6.32.2008,Ashurbanipal 2013,Tell Muqayyar (Ur),"[46.104748,30.961580]",Ashurbanipal,Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q003853,0x02000000,rinap/rinap5,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003853/.",668-ca. 631,Ashurbanipal 2014,RINAP 5 Asb. 2014,Assyria,CBS 16490 (U 03301),Royal Inscription,Q003853,Sumerian,clay,brick,Neo-Assyrian,912985,RIMB 2 B.6.32.2009,Ashurbanipal 2014,Tell Muqayyar (Ur),"[46.104748,30.961580]",Ashurbanipal,Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q003854,0x02000000,rinap/rinap5,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA; British Museum, London, UK","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.. Please cite this page as http://oracc.org/rinap/Q003854/.",668-ca. 631,Ashurbanipal 2015,RINAP 5 Asb. 2015,Assyria,"BM 119277 (1927-10-03, 0272; U 03148); CBS 16559",Royal Inscription,Q003854,Sumerian,clay,brick,Neo-Assyrian,912985,RIMB 2 B.6.32.2010,Ashurbanipal 2015,Tell Muqayyar (Ur),"[46.104748,30.961580]",Ashurbanipal,Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.."
Q003855,0x02000000,rinap/rinap5,,"University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA; British Museum, London, UK; Iraq Museum, Baghdad, Iraq","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003855/.",668-ca. 631,Ashurbanipal 2016,RINAP 5 Asb. 2016,Assyria,"BM 119279 (1927-10-03, 0274; U 03297); CBS 16486 (U 03297a); CBS 16556a (U 03297b); CBS 16556b (U 03297c); IM 001101 (U 03297); IM 001102 (U 03297)",Royal Inscription,Q003855,Sumerian,clay,brick,Neo-Assyrian,912985,RIMB 2 B.6.32.2011,Ashurbanipal 2016,Tell Muqayyar (Ur),"[46.104748,30.961580]",Ashurbanipal,Neo-Babylonian,inscribed,Cuneiform,Ashurbanipal,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q003856,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Jamie Novotny, 2018, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.. Please cite this page as http://oracc.org/rinap/Q003856/.",ca. 630-627,Aššur-etel-ilāni 01,RINAP 5 Aei 01,Assyria,"BM 090184 (1979-12-20, 0100); BM 090185 (1979-12-20, 0101); BM 090186 (1979-12-20, 0102); BM 090187 (1979-12-20, 0103); BM 090188 (1979-12-20, 0104); BM 090189 (1979-12-20, 0105); BM 090190 (1979-12-20, 0106); BM 090191 (1979-12-20, 0107); BM 090192 (1979-12-20, 0108); BM 090193 (1979-12-20, 0109); BM 090194 (1979-12-20, 0110); BM 090195 (1979-12-20, 0111); BM 090196 (1979-12-20, 0112); BM 090197 (1979-12-20, 0113); BM 090198 (1979-12-20, 0114); BM 090199 (1979-12-20, 0115); BM 090706 (1979-12-20, 0314); BM 090725 (1979-12-20, 0326); BM 090741 (1979-12-20, 0332)",Royal Inscription,Q003856,Akkadian,clay,brick,Neo-Assyrian,894019,1R pl. 8 no. 3,Aššur-etel-ilāni 01,Nimrud (Kalhu),"[43.3275,36.099167]",Aššur-etel-ilani,Neo-Assyrian,inscribed,Cuneiform,Aššur-etel-ilāni,LIT,['en'],,,"Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Jamie Novotny, 2018, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.."
Q003857,0x08000000,rinap/rinap5,,"Princeton Theological Seminary, Princeton, New Jersey, USA","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.. Please cite this page as http://oracc.org/rinap/Q003857/.",ca. 630-627,Aššur-etel-ilāni 02,RINAP 5 Aei 02,Assyria,PTS 2253,Royal Inscription,Q003857,Akkadian,clay,tablet,Neo-Assyrian,912816,B.6.35.1,Aššur-etel-ilāni 02,Babylonia,"[44.5,32.5]",Aššur-etel-ilani,Neo-Babylonian,inscribed,Cuneiform,Aššur-etel-ilāni,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.."
Q003858,0x08000000,rinap/rinap5,,"Vorderasiatisches Museum, Berlin, Germany","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.. Please cite this page as http://oracc.org/rinap/Q003858/.",ca. 630-627,Aššur-etel-ilāni 03,RINAP 5 Aei 03,Assyria,VAT 13142 (BE 42262),Royal Inscription,Q003858,Akkadian,clay,tablet,Neo-Assyrian,912816,B.6.35.2,Aššur-etel-ilāni 03,Babylonia,"[44.5,32.5]",Aššur-etel-ilani,Neo-Assyrian,inscribed,Cuneiform,Aššur-etel-ilāni,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.."
Q003859,0x08000000,rinap/rinap5,,"Ashmolean Museum, Oxford, UK","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003859/.",ca. 630-627,Aššur-etel-ilāni 04,RINAP 5 Aei 04,Assyria,Ash 1922.190 (W-B 190),Royal Inscription,Q003859,Akkadian,clay,brick,Neo-Assyrian,893987,B.6.35.3,Aššur-etel-ilāni 04,Deilam (Dilbat),"[44.466967,32.295211]",Aššur-etel-ilani,Neo-Babylonian,inscribed,Cuneiform,Aššur-etel-ilāni,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q003860,0x02000000,rinap/rinap5,,"Hilprecht-Sammlung, University of Jena, Germany","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.. Please cite this page as http://oracc.org/rinap/Q003860/.",ca. 630-627,Aššur-etel-ilāni 05,RINAP 5 Aei 05,Assyria,HS 1958 (former HS 0042),Royal Inscription,Q003860,Sumerian,clay,brick,Neo-Assyrian,912910,B.6.35.4,Aššur-etel-ilāni 05,Nuffar (Nippur),"[45.230832,32.126944]",Aššur-etel-ilani,Neo-Babylonian,inscribed,Cuneiform,Aššur-etel-ilāni,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0.."
Q003861,0x08000000,rinap/rinap5,,"Nies Collection, Yale Collection, New Haven, Connecticut, USA;  Yale Collection, New Haven, Connecticut, USA","Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003861/.",ca. 630-627,Aššur-etel-ilāni 06,RINAP 5 Aei 06,Assyria,YBC 02151; NBC 06069; NBC 06070,Royal Inscription,Q003861,Akkadian,clay,"cylinder, tablet",Neo-Assyrian,912816,B.6.35.5,Aššur-etel-ilāni 06,Babylonia,"[44.5,32.5]",Aššur-etel-ilani,Neo-Babylonian,inscribed,Cuneiform,Aššur-etel-ilāni,LIT,['en'],,,"Based on Grant Frame, Rulers of Babylonia: From the Second Dynasty of Isin to the End of Assyrian Domination (1157-612 BC) (RIMB 2; Toronto, 1995). Digitized, lemmatized, and updated by Alexa Bartelmus, 2015-16, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q003862,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Jamie Novotny, 2018, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003862/.",ca. 626-612,Sîn-šarru-iškun 01,RINAP 5 Ssi 01,Assyria,"Ki 1904-10-09, 0352 + Ki 1904-10-09, 0353 (BM 099320); Ki 1904-10-09, 0357 (BM 099324); 1881-07-27, 0008 + 1882-05-22, 0026;  DT 064 + 1882-05-22, 0007; K 08541",Royal Inscription,Q003862,Akkadian,clay,cylinder,Neo-Assyrian,874621,Cylinder C: Cylinders,Sîn-šarru-iškun 01,Kuyunjik (Nineveh),"[43.151937,36.358684]",Sîn-šarru-iškun,Neo-Assyrian,inscribed,Cuneiform,Sîn-šarru-iškun,LIT,['en'],,,"Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Jamie Novotny, 2018, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q003863,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Jamie Novotny, 2018, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003863/.",ca. 626-612,Sîn-šarru-iškun 02,RINAP 5 Ssi 02,Assyria,K 02744,Royal Inscription,Q003863,Akkadian,clay,cylinder,Neo-Assyrian,874621,K 2744 (Cylinder D),Sîn-šarru-iškun 02,Kuyunjik (Nineveh),"[43.151937,36.358684]",Sîn-šarru-iškun,Neo-Assyrian,inscribed,Cuneiform,Sîn-šarru-iškun,LIT,['en'],,,"Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Jamie Novotny, 2018, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
Q003864,0x08000000,rinap/rinap5,,"British Museum, London, UK","Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Jamie Novotny, 2018, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003864/.",ca. 626-612,Sîn-šarru-iškun 03,RINAP 5 Ssi 03,Assyria,"BM 122613 (1930-05-08, 0002)",Royal Inscription,Q003864,Akkadian,clay,cylinder,Neo-Assyrian,874621,BM 122613,Sîn-šarru-iškun 03,Kuyunjik (Nineveh),"[43.151937,36.358684]",Sîn-šarru-iškun,Neo-Assyrian,inscribed,Cuneiform,Sîn-šarru-iškun,LIT,['en'],,,"Created by Jamie Novotny and Joshua Jeffers, 2015-22. Lemmatized by Jamie Novotny, 2018, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0."
